Gene.stable.ID	seqnames	start	end	width	strand	Gene.type	Gene.name_NBIS*	Description (product)	Uniprot entry	Description from Ensembl
ENSCHAG00000002799	4	4410234	4412215	1982	+	protein_coding	snrpg	small nuclear ribonucleoprotein polypeptide G [Source:NCBI gene;Acc:105903264]		
ENSCHAG00000002908	4	4413400	4418893	5494	+	protein_coding	plpbp	pyridoxal phosphate binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-1378]		
ENSCHAG00000003764	4	4420867	4423695	2829	-	protein_coding	tmed4	transmembrane p24 trafficking protein 4 [Source:NCBI gene;Acc:105903263]		
ENSCHAG00000003883	4	4425188	4432421	7234	+	protein_coding	fam50a	family with sequence similarity 50 member A [Source:NCBI gene;Acc:105903262]		
ENSCHAG00000003998	4	4433911	4439974	6064	+	protein_coding	si:ch211-207e14.4	si:ch211-207e14.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3405]		
ENSCHAG00000004029	4	4442664	4448453	5790	+	protein_coding	sars1	seryl-tRNA synthetase 1 [Source:NCBI gene;Acc:445405]		
ENSCHAG00000004080	4	4450626	4452788	2163	+	protein_coding	gulp1*	PTB domain-containing engulfment adapter protein 1	sp|Q32PV0|GULP1_DANRE	
ENSCHAG00000004103	4	4455515	4457826	2312	+	protein_coding	tmem106c	transmembrane protein 106C [Source:ZFIN;Acc:ZDB-GENE-061013-562]		
ENSCHAG00000004166	4	4461456	4492787	31332	-	protein_coding	tns2a	tensin 2a [Source:ZFIN;Acc:ZDB-GENE-090312-163]		
ENSCHAG00000004469	4	4500446	4524112	23667	-	protein_coding	eif4ba	eukaryotic translation initiation factor 4Ba [Source:ZFIN;Acc:ZDB-GENE-060629-1]		
ENSCHAG00000004526	4	4541091	4546811	5721	-	protein_coding	krt18a.1	"keratin 18a, tandem duplicate 1 [Source:NCBI gene;Acc:352912]"		
ENSCHAG00000004593	4	4562532	4621353	58822	+	protein_coding	krt5	"keratin, type II cytoskeletal cochleal-like [Source:NCBI gene;Acc:105903273]"		
ENSCHAG00000005385	4	4630050	4632958	2909	+	protein_coding	krt5	"keratin, type II cytoskeletal cochleal-like [Source:NCBI gene;Acc:105889752]"		
ENSCHAG00000005481	4	4642844	4644154	1311	+	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]		
ENSCHAG00000005517	4	4647388	4650233	2846	-	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]		
ENSCHAG00000005662	4	4656312	4659745	3434	-	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]		
ENSCHAG00000006111	4	4671090	4674118	3029	-	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]		
ENSCHAG00000006207	4	4685745	4688663	2919	-	protein_coding	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]		
ENSCHAG00000006678	4	4701113	4701737	625	-	protein_coding				
ENSCHAG00000006701	4	4721712	4728846	7135	-	protein_coding	zgc:171775	zgc:171775 [Source:ZFIN;Acc:ZDB-GENE-030131-4309]		
ENSCHAG00000006888	4	4732444	4779216	46773	+	protein_coding	plxnb1a	plexin b1a [Source:ZFIN;Acc:ZDB-GENE-050302-63]		
ENSCHAG00000008802	4	4782500	4788039	5540	+	protein_coding	si:ch211-220i18.4	si:ch211-220i18.4 [Source:ZFIN;Acc:ZDB-GENE-090312-151]		
ENSCHAG00000008817	4	4796744	4811946	15203	-	protein_coding	LHFPL4	lipoma HMGIC fusion partner-like 4 protein [Source:NCBI gene;Acc:105889748]		
ENSCHAG00000008851	4	4823666	4858923	35258	+	protein_coding	cpne9	copine family member 9 [Source:HGNC Symbol;Acc:HGNC:24336]		
ENSCHAG00000009780	4	4861127	4867214	6088	-	protein_coding	cfap100*	Cilia- and flagella-associated protein 100	sp|Q494V2|CP100_HUMAN	
ENSCHAG00000009804	4	4873215	4876319	3105	+	protein_coding	bcap31*	B-cell receptor-associated protein 31	sp|P51572|BAP31_HUMAN	
ENSCHAG00000009838	4	4884315	4910315	26001	-	protein_coding	slc6a8	solute carrier family 6 member 8 [Source:NCBI gene;Acc:105889763]		
ENSCHAG00000010690	4	4960272	4967960	7689	+	protein_coding	pnck	pregnancy up-regulated nonubiquitous CaM kinase [Source:ZFIN;Acc:ZDB-GENE-081105-127]		
ENSCHAG00000010924	4	4990718	5115481	124764	-	protein_coding	plxna3	plexin A3 [Source:NCBI gene;Acc:567422]		
ENSCHAG00000016444	4	5126917	5140873	13957	-	protein_coding	ptpn18	protein tyrosine phosphatase non-receptor type 18 [Source:ZFIN;Acc:ZDB-GENE-050320-12]		
ENSCHAG00000016460	4	5144478	5148702	4225	+	protein_coding	mon1ba	MON1 secretory trafficking family member Ba [Source:ZFIN;Acc:ZDB-GENE-081104-318]		
ENSCHAG00000016485	4	5150249	5195912	45664	+	protein_coding	gripap1	GRIP1 associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-070112-922]		
ENSCHAG00000016901	4	5227531	5265257	37727	+	protein_coding	kcnd1	potassium voltage-gated channel subfamily D member 1 [Source:NCBI gene;Acc:105889762]		
ENSCHAG00000016925	4	5299647	5327066	27420	-	protein_coding	si:dkey-8e10.3	si:dkey-8e10.3 [Source:ZFIN;Acc:ZDB-GENE-081104-442]		
ENSCHAG00000016969	4	5386187	5390097	3911	+	protein_coding	pim1	"Pim-1 proto-oncogene, serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-061013-139]"		
ENSCHAG00000017033	4	5399400	5444922	45523	+	protein_coding	tbc1d22b	"TBC1 domain family, member 22B [Source:ZFIN;Acc:ZDB-GENE-091118-28]"		
ENSCHAG00000017578	4	5482348	5517277	34930	+	protein_coding	tafa5l	"TAFA chemokine like family member 5, like [Source:ZFIN;Acc:ZDB-GENE-050419-194]"		
ENSCHAG00000017614	4	5552133	5562937	10805	+	protein_coding	mapk13	mitogen-activated protein kinase 13 [Source:ZFIN;Acc:ZDB-GENE-041111-17]		
ENSCHAG00000018370	4	5565517	5576709	11193	+	protein_coding	brpf3b	"bromodomain and PHD finger containing, 3b [Source:ZFIN;Acc:ZDB-GENE-081104-468]"		
ENSCHAG00000018560	4	5578890	5591161	12272	-	protein_coding	nr1h5	"nuclear receptor subfamily 1, group H, member 5 [Source:ZFIN;Acc:ZDB-GENE-080403-3]"		
ENSCHAG00000018565	4	5592494	5597621	5128	-	protein_coding	slc66a1	solute carrier family 66 member 1 [Source:NCBI gene;Acc:105889765]		
ENSCHAG00000018593	4	5599873	5634276	34404	-	protein_coding	trim33	tripartite motif containing 33 [Source:NCBI gene;Acc:324053]		
ENSCHAG00000019048	4	5641003	5644299	3297	-	protein_coding	bcas2	BCAS2 pre-mRNA processing factor [Source:NCBI gene;Acc:105889755]		
ENSCHAG00000019082	4	5645315	5666522	21208	-	protein_coding	dennd2c	DENN/MADD domain containing 2C [Source:ZFIN;Acc:ZDB-GENE-081105-71]		
ENSCHAG00000019158	4	5667002	5678355	11354	-	protein_coding	ampd1	adenosine monophosphate deaminase 1 [Source:NCBI gene;Acc:105889758]		
ENSCHAG00000020193	4	5679797	5684261	4465	-	protein_coding	nras	"NRAS proto-oncogene, GTPase [Source:NCBI gene;Acc:105889759]"		
ENSCHAG00000020279	4	5688300	5705255	16956	-	protein_coding	csde1	cold shock domain containing E1 [Source:NCBI gene;Acc:105889756]		
ENSCHAG00000022130	4	5710013	5711197	1185	+	protein_coding				
ENSCHAG00000022134	4	5722725	5784073	61349	-	protein_coding	nuggc*	Nuclear GTPase SLIP-GC	sp|Q68CJ6|SLIP_HUMAN	
ENSCHAG00000022232	4	5726046	5745532	19487	-	protein_coding	nuggc*	Nuclear GTPase SLIP-GC	sp|Q68CJ6|SLIP_HUMAN	
ENSCHAG00000022245	4	5743170	5759331	16162	-	protein_coding	gimap9*	GTPase IMAP family member 9	sp|G3X987|GIMA9_MOUSE	
ENSCHAG00000022249	4	5860419	5879063	18645	+	protein_coding	EMILIN3	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]		
ENSCHAG00000022268	4	5889987	5926078	36092	-	protein_coding	b4galt5	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:NCBI gene;Acc:724080]"		
ENSCHAG00000022479	4	5931142	5963958	32817	+	protein_coding	slc9a8	solute carrier family 9 member 8 [Source:ZFIN;Acc:ZDB-GENE-041212-7]		
ENSCHAG00000022679	4	6091413	6108719	17307	+	protein_coding	opn7b	"opsin 7, group member b [Source:ZFIN;Acc:ZDB-GENE-130530-850]"		
ENSCHAG00000022711	4	6165633	6168533	2901	-	protein_coding	spata2	spermatogenesis associated 2 [Source:NCBI gene;Acc:568830]		
ENSCHAG00000022713	4	6170073	6174381	4309	+	protein_coding	rnf114	ring finger protein 114 [Source:ZFIN;Acc:ZDB-GENE-040813-1]		
ENSCHAG00000022719	4	6235386	6236408	1023	+	protein_coding	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:NCBI gene;Acc:30210]		
ENSCHAG00000022734	4	6575694	6586548	10855	-	protein_coding	DHX35	DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]		
ENSCHAG00000022947	4	6586377	6591459	5083	-	protein_coding	rab5if	RAB5 interacting factor [Source:NCBI gene;Acc:105904298]		
ENSCHAG00000022957	4	6598699	6602190	3492	+	protein_coding	zhx3	zinc fingers and homeoboxes 3 [Source:ZFIN;Acc:ZDB-GENE-031107-1]		
ENSCHAG00000022986	4	6607700	6639647	31948	-	protein_coding	plcg1	"phospholipase C, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-030421-3]"		
ENSCHAG00000023109	4	6641367	6655319	13953	-	protein_coding	top1	DNA topoisomerase I [Source:ZFIN;Acc:ZDB-GENE-030131-5390]		
ENSCHAG00000023430	4	6662067	6668273	6207	-	protein_coding	zgc:114123	zgc:114123 [Source:ZFIN;Acc:ZDB-GENE-050913-53]		
ENSCHAG00000023449	4	6674200	6680415	6216	-	protein_coding	ncoa6	nuclear receptor coactivator 6 [Source:ZFIN;Acc:ZDB-GENE-080403-12]		
ENSCHAG00000023533	4	6682028	6690792	8765	-	protein_coding	GGT7	gamma-glutamyltransferase 7 [Source:NCBI gene;Acc:105904287]		
ENSCHAG00000000178	4	6696015	6702800	6786	-	protein_coding	tp53inp2*	Tumor protein p53-inducible nuclear protein 2	sp|Q8CFU8|T53I2_MOUSE	
ENSCHAG00000000196	4	6719468	6722747	3280	+	protein_coding	snai1b	snail family zinc finger 1b [Source:ZFIN;Acc:ZDB-GENE-980526-514]		
ENSCHAG00000000210	4	6742018	6748283	6266	-	protein_coding	samhd1	SAM domain and HD domain 1 [Source:NCBI gene;Acc:553453]		
ENSCHAG00000000400	4	6762758	6857689	94932	-	protein_coding	gss	glutathione synthetase [Source:ZFIN;Acc:ZDB-GENE-041010-208]		
ENSCHAG00000001845	4	6764746	6778053	13308	-	protein_coding	samhd1	SAM domain and HD domain 1 [Source:NCBI gene;Acc:553453]		
ENSCHAG00000002266	4	6810556	6825524	14969	-	protein_coding	samhd1	SAM domain and HD domain 1 [Source:NCBI gene;Acc:553453]		
ENSCHAG00000002379	4	6837548	6849838	12291	-	protein_coding	samhd1	SAM domain and HD domain 1 [Source:NCBI gene;Acc:553453]		
ENSCHAG00000004820	4	6862326	6882740	20415	+	protein_coding	myh7bb	"myosin, heavy chain 7B, cardiac muscle, beta b [Source:ZFIN;Acc:ZDB-GENE-090311-5]"		
ENSCHAG00000005024	4	6883037	6894439	11403	-	protein_coding	trpc4apb	"transient receptor potential cation channel, subfamily C, member 4 associated protein b [Source:ZFIN;Acc:ZDB-GENE-000330-2]"		
ENSCHAG00000006169	4	6909203	6920951	11749	-	protein_coding	tasorb	transcription activation suppressor b [Source:ZFIN;Acc:ZDB-GENE-090311-29]		
ENSCHAG00000006505	4	6926927	6932906	5980	-	protein_coding	asb14b	ankyrin repeat and SOCS box containing 14b [Source:ZFIN;Acc:ZDB-GENE-090313-148]		
ENSCHAG00000006637	4	6932914	6967922	35009	-	protein_coding	dnah12	"dynein, axonemal, heavy chain 12 [Source:ZFIN;Acc:ZDB-GENE-090311-9]"		
ENSCHAG00000010172	4	6969779	6975824	6046	+	protein_coding	atp6ap1lb	V-type proton ATPase subunit S1-like [Source:NCBI gene;Acc:105890636]		
ENSCHAG00000010184	4	6982163	6986387	4225	+	protein_coding	slmapb	sarcolemma associated protein b [Source:ZFIN;Acc:ZDB-GENE-040426-809]		
ENSCHAG00000010230	4	6989199	6991668	2470	+	protein_coding	abhd6b	abhydrolase domain containing 6 [Source:NCBI gene;Acc:105890635]		
ENSCHAG00000010250	4	6991091	6994926	3836	+	protein_coding	kctd6b	potassium channel tetramerization domain containing 6b [Source:NCBI gene;Acc:436601]		
ENSCHAG00000010277	4	6996835	6998593	1759	+	protein_coding	smim4	small integral membrane protein 4 [Source:NCBI gene;Acc:105890645]		
ENSCHAG00000010302	4	7000018	7002365	2348	-	protein_coding	ognb	mimecan-like [Source:NCBI gene;Acc:105890637]		
ENSCHAG00000010307	4	7005054	7005720	667	-	protein_coding	btg1*	Protein BTG1	sp|P62324|BTG1_HUMAN	
ENSCHAG00000010321	4	7009598	7013542	3945	+	protein_coding	dnase1l1	deoxyribonuclease I-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2170]		
ENSCHAG00000010458	4	7016945	7020323	3379	-	protein_coding	rpl10	60S ribosomal protein L10 [Source:NCBI gene;Acc:105890639]		
ENSCHAG00000010701	4	7032821	7073132	40312	+	protein_coding	flna	filamin-A-like [Source:NCBI gene;Acc:105890626]		
ENSCHAG00000015028	4	7074851	7080200	5350	+	protein_coding	emd	emerin-like [Source:NCBI gene;Acc:105890641]		
ENSCHAG00000015036	4	7081207	7085457	4251	-	protein_coding	ninj1*	Ninjurin-1	sp|A0A0R4IDX9|NINJ1_DANRE	ninjurin-2-like [Source:NCBI gene;Acc:105890619]
ENSCHAG00000015047	4	7085478	7089704	4227	-	protein_coding	haus7	"HAUS augmin-like complex, subunit 7 [Source:ZFIN;Acc:ZDB-GENE-050506-15]"		
ENSCHAG00000015111	4	7094286	7132948	38663	-	protein_coding	atp2b3b	ATPase plasma membrane Ca2+ transporting 3b [Source:ZFIN;Acc:ZDB-GENE-080409-2]		
ENSCHAG00000016458	4	7146176	7148845	2670	-	protein_coding	ccnq	cyclin Q [Source:NCBI gene;Acc:105890638]		
ENSCHAG00000016472	4	7153258	7154832	1575	+	protein_coding	cfap126	cilia and flagella associated protein 126 [Source:NCBI gene;Acc:751706]		
ENSCHAG00000016537	4	7156814	7164288	7475	-	protein_coding	b4galt3	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-110624-1]"		
ENSCHAG00000016565	4	7168246	7183833	15588	-	protein_coding	bgnb	biglycan [Source:NCBI gene;Acc:105890632]		
ENSCHAG00000016584	4	7217103	7219709	2607	+	protein_coding	tnnc1b	"troponin C, slow skeletal and cardiac muscles-like [Source:NCBI gene;Acc:105890642]"		
ENSCHAG00000016633	4	7220286	7232279	11994	-	protein_coding	tktb	transketolase b [Source:ZFIN;Acc:ZDB-GENE-030909-13]		
ENSCHAG00000017271	4	7234148	7237593	3446	-	protein_coding	lrrc23	leucine rich repeat containing 23 [Source:ZFIN;Acc:ZDB-GENE-041010-153]		
ENSCHAG00000017390	4	7240131	7251253	11123	-	protein_coding	rbm10	RNA binding motif protein 10 [Source:ZFIN;Acc:ZDB-GENE-100922-245]		
ENSCHAG00000017441	4	7253113	7257213	4101	-	protein_coding	rhoac	transforming protein RhoA-like [Source:NCBI gene;Acc:105890655]		
ENSCHAG00000017491	4	7260058	7262815	2758	-	protein_coding	usp21	ubiquitin specific peptidase 21 [Source:ZFIN;Acc:ZDB-GENE-100210-3]		
ENSCHAG00000017606	4	7264640	7273598	8959	-	protein_coding	arhgef3l	"Rho guanine nucleotide exchange factor (GEF) 3, like [Source:ZFIN;Acc:ZDB-GENE-050522-85]"		
ENSCHAG00000017679	4	7275126	7292222	17097	-	protein_coding	uba1	ubiquitin-like modifier activating enzyme 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2009]		
ENSCHAG00000018643	4	7300035	7334354	34320	-	protein_coding	camkvl	"CaM kinase-like vesicle-associated, like [Source:ZFIN;Acc:ZDB-GENE-090311-58]"		
ENSCHAG00000018724	4	7346436	7350490	4055	-	protein_coding	adnpb	activity-dependent neuroprotector homeobox b [Source:ZFIN;Acc:ZDB-GENE-030131-6385]		
ENSCHAG00000018736	4	7355714	7358381	2668	-	protein_coding	dpm1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:NCBI gene;Acc:105890648]"		
ENSCHAG00000018871	4	7358614	7396583	37970	-	protein_coding	col27a1b*	Collagen alpha-1(XXVII) chain B	sp|A0MSJ1|CRA1B_DANRE	
ENSCHAG00000018966	4	7396604	7396978	375	+	protein_coding	taf13	TATA-box binding protein associated factor 13 [Source:NCBI gene;Acc:105890650]		
ENSCHAG00000018972	4	7398462	7399410	949	-	protein_coding	tnnc2	troponin C type 2 (fast) [Source:ZFIN;Acc:ZDB-GENE-000322-2]		
ENSCHAG00000019016	4	7402871	7405925	3055	-	protein_coding	TNNC2	"troponin C, skeletal muscle [Source:NCBI gene;Acc:105890625]"		
ENSCHAG00000019059	4	7430913	7439086	8174	+	protein_coding	si:rp71-17i16.5	si:rp71-17i16.5 [Source:ZFIN;Acc:ZDB-GENE-090312-117]		
ENSCHAG00000019282	4	7454720	7495753	41034	+	protein_coding	lamb2l	"laminin, beta 2-like [Source:ZFIN;Acc:ZDB-GENE-030131-4205]"		
ENSCHAG00000020749	4	7509687	7534671	24985	+	protein_coding	lamb2	"laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]"		
ENSCHAG00000022835	4	7536730	7559683	22954	+	protein_coding	usp19	ubiquitin specific peptidase 19 [Source:ZFIN;Acc:ZDB-GENE-030131-3055]		
ENSCHAG00000022964	4	7562388	7567030	4643	+	protein_coding	si:dkey-32e6.3	si:dkey-32e6.3 [Source:ZFIN;Acc:ZDB-GENE-081104-408]		
ENSCHAG00000022975	4	7583741	7654346	70606	+	protein_coding	klhdc8b	kelch domain containing 8B [Source:ZFIN;Acc:ZDB-GENE-090313-174]		
ENSCHAG00000022983	4	7661720	7664700	2981	+	protein_coding	guca1b	guanylate cyclase activator 1B [Source:NCBI gene;Acc:105903040]		
ENSCHAG00000022998	4	7665787	7668171	2385	+	protein_coding	oard1	O-acyl-ADP-ribose deacylase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-480]		
ENSCHAG00000023007	4	7668986	7671197	2212	-	protein_coding	apobec2b	probable C->U-editing enzyme APOBEC-2 [Source:NCBI gene;Acc:105903045]		
ENSCHAG00000023009	4	7674582	7676975	2394	-	protein_coding	si:dkey-109j17.5	si:dkey-109j17.5 [Source:ZFIN;Acc:ZDB-GENE-090313-173]		
ENSCHAG00000023013	4	7678511	7680331	1821	-	protein_coding	ccdc115	coiled-coil domain containing 115 [Source:NCBI gene;Acc:105903046]		
ENSCHAG00000023018	4	7683126	7684635	1510	+	protein_coding	ebp	EBP cholestenol delta-isomerase [Source:ZFIN;Acc:ZDB-GENE-040718-12]		
ENSCHAG00000023023	4	7689516	7702896	13381	-	protein_coding	TAF4	TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]		
ENSCHAG00000023053	4	7703743	7706512	2770	+	protein_coding	lsm14b	LSM family member 14B [Source:NCBI gene;Acc:105903038]		
ENSCHAG00000023064	4	7707289	7709144	1856	-	protein_coding	PSMA7	proteasome 20S subunit alpha 7 [Source:NCBI gene;Acc:105903037]		
ENSCHAG00000023094	4	7709730	7719674	9945	+	protein_coding	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex [Source:NCBI gene;Acc:105903041]		
ENSCHAG00000023118	4	7725574	7733294	7721	+	protein_coding	mtg2	mitochondrial ribosome associated GTPase 2 [Source:NCBI gene;Acc:105903051]		
ENSCHAG00000023127	4	7748522	7754832	6311	-	protein_coding	cdh26.2	"cadherin 26, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-100922-183]"		
ENSCHAG00000023152	4	7797610	7804237	6628	-	protein_coding	cdh26.1	"cadherin 26, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-100922-193]"		
ENSCHAG00000023171	4	7806901	7818915	12015	-	protein_coding	dtnbp1a*	Dysbindin-A	sp|Q7ZWE6|DTB1A_DANRE	
ENSCHAG00000023175	4	7844143	7864909	20767	+	protein_coding	traf3ip1*	TRAF3-interacting protein 1	sp|Q6PGZ3|MIPT3_DANRE	
ENSCHAG00000023178	4	7863978	7869679	5702	-	protein_coding	irf10	interferon regulatory factor 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2084]		
ENSCHAG00000023183	4	7876900	7904910	28011	-	protein_coding	bmp7b	bone morphogenetic protein 7b [Source:ZFIN;Acc:ZDB-GENE-060929-328]		
ENSCHAG00000023191	4	7910411	7917038	6628	+	protein_coding	spo11	SPO11 initiator of meiotic double stranded breaks [Source:ZFIN;Acc:ZDB-GENE-040426-1900]		
ENSCHAG00000023223	4	7924348	7937919	13572	+	protein_coding	rbm38	RNA-binding protein 38-like [Source:NCBI gene;Acc:105906784]		
ENSCHAG00000023231	4	7941307	7943463	2157	-	protein_coding	mipb	lens fiber major intrinsic protein-like [Source:NCBI gene;Acc:105906797]		
ENSCHAG00000023236	4	7947300	7950076	2777	-	protein_coding	aqp4*	Aquaporin-4	sp|Q5I4F9|AQP4_NOTAL	aquaporin-4-like [Source:NCBI gene;Acc:105906783]
ENSCHAG00000023256	4	7953690	7974196	20507	-	protein_coding	baz2a	bromodomain adjacent to zinc finger domain protein 2A-like [Source:NCBI gene;Acc:105906782]		
ENSCHAG00000023309	4	7978655	7983391	4737	-	protein_coding	ptges3b	prostaglandin E synthase 3-like [Source:NCBI gene;Acc:105906841]		
ENSCHAG00000023337	4	7999404	8044199	44796	-	protein_coding	itga5	integrin alpha-5-like [Source:NCBI gene;Acc:105906789]		
ENSCHAG00000023888	4	8084838	8087749	2912	-	protein_coding	csrnp2	cysteine-serine-rich nuclear protein 2 [Source:ZFIN;Acc:ZDB-GENE-090312-137]		
ENSCHAG00000023898	4	8089404	8119608	30205	-	protein_coding	dpp10*	Inactive dipeptidyl peptidase 10	sp|Q8N608|DPP10_HUMAN	
ENSCHAG00000023907	4	8125738	8127148	1411	-	protein_coding	or135-1	olfactory receptor 1M1-like [Source:NCBI gene;Acc:105906778]		
ENSCHAG00000023913	4	8130495	8133040	2546	-	protein_coding	fmodb	fibromodulin [Source:NCBI gene;Acc:105906776]		
ENSCHAG00000023946	4	8136195	8145738	9544	-	protein_coding	mapkapk2b	MAPK activated protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-071018-1]		
ENSCHAG00000024355	4	8147636	8154182	6547	+	protein_coding	eif2d	eukaryotic translation initiation factor 2D [Source:NCBI gene;Acc:105906791]		
ENSCHAG00000025049	4	8180174	8236614	56441	+	protein_coding	slc12a5b	solute carrier family 12 member 5-like [Source:NCBI gene;Acc:105906774]		
ENSCHAG00000025269	4	8246522	8249713	3192	+	protein_coding	rh50	Rh50-like protein [Source:ZFIN;Acc:ZDB-GENE-000427-1]		
ENSCHAG00000025381	4	8253168	8268879	15712	+	protein_coding	rbm39b	RNA-binding protein 39-like [Source:NCBI gene;Acc:105906838]		
ENSCHAG00000025432	4	8273701	8278023	4323	-	protein_coding	neu4	sialidase 4 [Source:ZFIN;Acc:ZDB-GENE-050522-125]		
ENSCHAG00000025454	4	8281633	8284326	2694	-	protein_coding	gin1*	Gypsy retrotransposon integrase-like protein 1	sp|Q4R6I1|GIN1_MACFA	
ENSCHAG00000000834	4	8298364	8315855	17492	-	protein_coding	csf1b	colony stimulating factor 1b (macrophage) [Source:ZFIN;Acc:ZDB-GENE-061215-106]		
ENSCHAG00000000872	4	8322367	8328551	6185	-	protein_coding	ren	renin [Source:ZFIN;Acc:ZDB-GENE-040630-3]		
ENSCHAG00000001170	4	8341400	8346542	5143	-	protein_coding	chrna4b	neuronal acetylcholine receptor subunit alpha-2-like [Source:NCBI gene;Acc:105906770]		
ENSCHAG00000001903	4	8366996	8393542	26547	-	protein_coding	kcnq2a	"potassium voltage-gated channel, KQT-like subfamily, member 2a [Source:ZFIN;Acc:ZDB-GENE-080220-37]"		
